run_id,commit_hash,case_id,case_category,case_kind,scenario,expected_status,actual_status,status_correct,expected_reason_codes,actual_reason_codes,reason_code_correct,runs,warmup_runs,cold_latency_ms,median_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,plan_size_bytes,operator_count,edge_count,rewrite_rounds,inserted_operator_count,pending_obligation_count,verified_obligation_count,certificate_event_count,planner_median_latency_ms,certificate_verification_median_latency_ms,plan_digest
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-012,certificate_valid,certificate,baseline,PARTIAL,PARTIAL,True,,,True,30,5,2.965200023027137,0.8231499959947541,2.94550001854077,0.6331000186037272,3.631600004155189,881,3,2,2,2,1,1,14,0.0,0.07999999797903001,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-013,lineage_evidence,certificate,weak_lineage,REJECT,REJECT,True,LINEAGE_LEVEL_INSUFFICIENT,LINEAGE_LEVEL_INSUFFICIENT,True,30,5,1.4915000065229833,1.164450019132346,2.2016000002622604,0.7618000090587884,2.3612999939359725,881,3,2,2,2,1,1,14,0.0,0.12229999992996454,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-014,certificate_event,certificate,missing_lineage_event,REJECT,REJECT,True,CERTIFICATE_EVENT_MISSING,CERTIFICATE_EVENT_MISSING,True,30,5,2.5388000067323446,0.9799000108614564,2.081799990264699,0.7115000043995678,2.8350999928079545,881,3,2,2,2,1,1,13,0.0,0.10015000589191914,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-015,certificate_snapshot,certificate,snapshot_mismatch,REJECT,REJECT,True,CERTIFICATE_SNAPSHOT_MISMATCH,CERTIFICATE_SNAPSHOT_MISMATCH,True,30,5,2.3191000218503177,1.1330999986967072,4.219900001771748,0.645000021904707,5.025299993576482,881,3,2,2,2,1,1,14,0.0,0.11420001101214439,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-016,certificate_digest,certificate,missing_result_digest,REJECT,REJECT,True,CERTIFICATE_DIGEST_MISSING,CERTIFICATE_DIGEST_MISSING|CERTIFICATE_RESULT_DIGEST_MISMATCH,True,30,5,1.5220000059343874,1.0711499926401302,2.5538000045344234,0.6696000054944307,3.6176000139676034,881,3,2,2,2,1,1,14,0.0,0.12675000471062958,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-017,certificate_event_order,certificate,event_order_invalid,REJECT,REJECT,True,CERTIFICATE_EVENT_ORDER_INVALID,CERTIFICATE_EVENT_ORDER_INVALID|CERTIFICATE_RESULT_DIGEST_MISMATCH,True,30,5,3.106299991486594,1.245000006747432,3.2489000004716218,0.7571999740321189,3.455700003542006,881,3,2,2,2,1,1,14,0.0,0.13154999760445207,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-018,physical_dag,certificate,dependency_violation,REJECT,REJECT,True,CERTIFICATE_OPERATOR_DEPENDENCY_VIOLATION,CERTIFICATE_OPERATOR_DEPENDENCY_VIOLATION,True,30,5,2.0336000015959144,1.568300009239465,10.700499988161027,0.966899999184534,25.682900013634935,881,3,2,2,2,1,1,10,0.0,0.1318500144407153,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-019,physical_dag_unknown,certificate,unknown_physical_input,REJECT,REJECT,True,CERTIFICATE_PHYSICAL_OPERATOR_UNKNOWN,CERTIFICATE_PHYSICAL_OPERATOR_UNKNOWN,True,30,5,1.594599976669997,1.1266000074101612,4.104299994651228,0.6340999971143901,35.10559999267571,881,3,2,2,2,1,1,6,0.0,0.08080000407062471,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-020,physical_dag_cycle,certificate,cyclic_physical_plan,REJECT,REJECT,True,CERTIFICATE_PHYSICAL_PLAN_CYCLIC,CERTIFICATE_OPERATOR_DEPENDENCY_VIOLATION|CERTIFICATE_PHYSICAL_PLAN_CYCLIC,True,30,5,1.659700006712228,1.1488000018289313,1.7815999744925648,0.6588000105693936,1.8745000124908984,881,3,2,2,2,1,1,8,0.0,0.09440000576432794,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-021,planner_binding_valid,certificate,planner_binding_valid,PARTIAL,PARTIAL,True,,,True,30,5,1.675799983786419,1.463949985918589,3.211400005966425,0.7810999813955277,3.2383999787271023,881,3,2,2,2,1,1,14,0.2104500017594546,0.12925000919494778,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-022,planner_digest_fault,certificate,planner_digest_mismatch,REJECT,REJECT,True,CERTIFICATE_PLANNER_DECISION_MISMATCH,CERTIFICATE_PLANNER_DECISION_MISMATCH,True,30,5,1.845100021455437,1.556000002892688,6.896300008520484,0.7850000110920519,7.660900009796023,881,3,2,2,2,1,1,14,0.21929998183622956,0.149350002175197,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-023,planner_candidate_fault,certificate,planner_candidate_mismatch,REJECT,REJECT,True,CERTIFICATE_PLANNER_DECISION_MISMATCH,CERTIFICATE_PLANNER_DECISION_MISMATCH,True,30,5,4.580099979648367,0.9810500050662085,1.9008999806828797,0.7472999859601259,2.3462999961338937,881,3,2,2,2,1,1,14,0.13919999764766544,0.0882500025909394,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-024,planner_strategy_fault,certificate,planner_strategy_mismatch,REJECT,REJECT,True,PHYSICAL_PLAN_PLANNER_DECISION_MISMATCH,PHYSICAL_PLAN_PLANNER_DECISION_MISMATCH,True,30,5,1.632300001801923,1.2912999955005944,2.850800025044009,0.7718999986536801,3.1197999778669327,881,3,2,2,2,1,1,14,0.1466000103391707,0.09339999814983457,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-025,planner_binding_missing,certificate,planner_binding_missing,REJECT,REJECT,True,CERTIFICATE_PLANNER_DECISION_MISMATCH,CERTIFICATE_PLANNER_DECISION_MISMATCH,True,30,5,2.186099998652935,1.0231999913230538,2.661900012753904,0.8067000017035753,3.0676999886054546,881,3,2,2,2,1,1,14,0.14894999912939966,0.09620000491850078,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
20260724T034540Z,cd97091eccbbc89403444bd9e3195b8cf5a74fe0,P0-026,planner_observation_fault,certificate,planner_observation_mismatch,REJECT,REJECT,True,PHYSICAL_PLAN_PLANNER_DECISION_MISMATCH,PHYSICAL_PLAN_PLANNER_DECISION_MISMATCH,True,30,5,2.090399997541681,2.0638999849325046,4.485900019062683,0.846699986141175,5.347500002244487,881,3,2,2,2,1,1,14,0.2618500147946179,0.17085000581573695,sha256:cb2f28a2476ff462e3dde23061d5f4af6e45a76acf43228741c135f5523e3852
